dataset,classifier,fold,metric,value,fit_time,predict_time
iris,GaussianNB,6,accuracy,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,macro_f1,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,auc_roc,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,log_loss,0.08935212348055144,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,brier_score,0.04525372585277306,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,ece,0.0736163603270364,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,balanced_accuracy,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,geometric_mean,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,mcc,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,weighted_f1,1.0,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,selected_lambda,,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,nb_knn_agreement_rate,,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,6,predict_time_per_sample_ms,0.0634400000005068,0.013155099999949016,0.0009516000000076019
iris,GaussianNB,7,accuracy,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,macro_f1,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,auc_roc,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,log_loss,0.002639946941943859,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,brier_score,8.128762790803868e-05,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,ece,0.0026193908233429486,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,balanced_accuracy,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,geometric_mean,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,mcc,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,weighted_f1,1.0,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,selected_lambda,,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,nb_knn_agreement_rate,,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,7,predict_time_per_sample_ms,0.17776666666880678,0.019525500000327156,0.0026665000000321015
iris,GaussianNB,8,accuracy,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,macro_f1,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,auc_roc,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,log_loss,0.0065592130851767376,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,brier_score,0.0005718576843173966,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,ece,0.0064108784521655915,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,balanced_accuracy,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,geometric_mean,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,mcc,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,weighted_f1,1.0,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,selected_lambda,,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,nb_knn_agreement_rate,,0.025213199999598146,0.001056700000390265
iris,GaussianNB,8,predict_time_per_sample_ms,0.07044666669268433,0.025213199999598146,0.001056700000390265
iris,GaussianNB,9,accuracy,0.9333333333333333,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,macro_f1,0.9326599326599326,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,auc_roc,1.0,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,log_loss,0.21058257675996972,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,brier_score,0.12266995141100422,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,ece,0.07107257397164064,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,balanced_accuracy,0.9333333333333332,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,geometric_mean,0.9477034963501433,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,mcc,0.9060606745389328,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,weighted_f1,0.9326599326599326,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,selected_lambda,,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,nb_knn_agreement_rate,,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,9,predict_time_per_sample_ms,0.024480000017016817,0.023455099999864615,0.00036720000025525223
iris,GaussianNB,10,accuracy,0.8666666666666667,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,macro_f1,0.8611111111111112,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,auc_roc,0.9733333333333333,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,log_loss,0.3996717184573211,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,brier_score,0.2077223947884771,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,ece,0.11781610632745301,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,balanced_accuracy,0.8666666666666667,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,geometric_mean,0.8896746200804664,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,mcc,0.8222264517930379,0.0258429000000433,0.0004718000000139
iris,GaussianNB,10,weighted_f1,0.8611111111111112,0.0258429000000433,0.0004718000000139
